Año	Comarca código	Comarca nombre	Origen	Tipo de alojamiento	Plazas	Establecimientos
2011	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	1833	41
2011	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	307	37
2011	30	Maestrazgo	IAEST	Apartamentos turísticos	56	11
2011	30	Maestrazgo	IAEST	Campings y áreas de acampada	102	1
2011	30	Maestrazgo	IAEST	Hoteles, hostales y similares	763	24
2011	30	Maestrazgo	IAEST	Viviendas de turismo rural	392	52
2011	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	232	62
2011	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2011	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1088	44
2011	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	405	52
2011	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	417	97
2011	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	1606	8
2011	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1610	48
2011	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	583	72
2011	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	306	72
2011	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	256	2
2011	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	719	34
2011	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	394	51
2012	01	La Jacetania	IAEST	Apartamentos turísticos	490	103
2012	01	La Jacetania	IAEST	Campings y áreas de acampada	4215	11
2012	01	La Jacetania	IAEST	Hoteles, hostales y similares	3393	56
2012	01	La Jacetania	IAEST	Viviendas de turismo rural	636	80
2012	02	Alto Gállego	IAEST	Apartamentos turísticos	835	195
2012	02	Alto Gállego	IAEST	Campings y áreas de acampada	2779	6
2012	02	Alto Gállego	IAEST	Hoteles, hostales y similares	4554	70
2012	02	Alto Gállego	IAEST	Viviendas de turismo rural	270	37
2012	03	Sobrarbe	IAEST	Apartamentos turísticos	1209	268
2012	03	Sobrarbe	IAEST	Campings y áreas de acampada	10794	25
2012	03	Sobrarbe	IAEST	Hoteles, hostales y similares	3540	79
2012	03	Sobrarbe	IAEST	Viviendas de turismo rural	1783	257
2012	04	La Ribagorza	IAEST	Apartamentos turísticos	891	180
2012	04	La Ribagorza	IAEST	Campings y áreas de acampada	4828	12
2012	04	La Ribagorza	IAEST	Hoteles, hostales y similares	3218	81
2012	04	La Ribagorza	IAEST	Viviendas de turismo rural	1190	156
2012	05	Cinco Villas	IAEST	Apartamentos turísticos	20	4
2012	05	Cinco Villas	IAEST	Campings y áreas de acampada	418	2
2012	05	Cinco Villas	IAEST	Hoteles, hostales y similares	673	23
2012	05	Cinco Villas	IAEST	Viviendas de turismo rural	440	48
2012	06	Hoya de Huesca / Plana de Uesca	IAEST	Apartamentos turísticos	237	40
2012	06	Hoya de Huesca / Plana de Uesca	IAEST	Campings y áreas de acampada	1917	8
2012	06	Hoya de Huesca / Plana de Uesca	IAEST	Hoteles, hostales y similares	1579	39
2012	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de turismo rural	687	87
2012	07	Somontano de Barbastro	IAEST	Apartamentos turísticos	214	49
2012	07	Somontano de Barbastro	IAEST	Campings y áreas de acampada	1315	4
2012	07	Somontano de Barbastro	IAEST	Hoteles, hostales y similares	1295	34
2012	07	Somontano de Barbastro	IAEST	Viviendas de turismo rural	552	71
2012	08	Cinca Medio	IAEST	Apartamentos turísticos	0	0
2012	08	Cinca Medio	IAEST	Campings y áreas de acampada	0	0
2012	08	Cinca Medio	IAEST	Hoteles, hostales y similares	478	16
2012	08	Cinca Medio	IAEST	Viviendas de turismo rural	53	6
2012	09	La Litera / La Llitera	IAEST	Apartamentos turísticos	0	0
2012	09	La Litera / La Llitera	IAEST	Campings y áreas de acampada	164	1
2012	09	La Litera / La Llitera	IAEST	Hoteles, hostales y similares	146	4
2012	09	La Litera / La Llitera	IAEST	Viviendas de turismo rural	81	12
2012	10	Los Monegros	IAEST	Apartamentos turísticos	30	4
2012	10	Los Monegros	IAEST	Campings y áreas de acampada	193	2
2012	10	Los Monegros	IAEST	Hoteles, hostales y similares	306	17
2012	10	Los Monegros	IAEST	Viviendas de turismo rural	184	27
2012	11	Bajo Cinca / Baix Cinca	IAEST	Apartamentos turísticos	89	30
2012	11	Bajo Cinca / Baix Cinca	IAEST	Campings y áreas de acampada	372	3
2012	11	Bajo Cinca / Baix Cinca	IAEST	Hoteles, hostales y similares	526	16
2012	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de turismo rural	29	3
2012	12	Tarazona y el Moncayo	IAEST	Apartamentos turísticos	41	17
2012	12	Tarazona y el Moncayo	IAEST	Campings y áreas de acampada	300	1
2012	12	Tarazona y el Moncayo	IAEST	Hoteles, hostales y similares	371	11
2012	12	Tarazona y el Moncayo	IAEST	Viviendas de turismo rural	190	24
2012	13	Campo de Borja	IAEST	Apartamentos turísticos	0	0
2012	13	Campo de Borja	IAEST	Campings y áreas de acampada	0	0
2012	13	Campo de Borja	IAEST	Hoteles, hostales y similares	133	7
2012	13	Campo de Borja	IAEST	Viviendas de turismo rural	33	5
2012	14	Aranda	IAEST	Apartamentos turísticos	16	3
2012	14	Aranda	IAEST	Campings y áreas de acampada	0	0
2012	14	Aranda	IAEST	Hoteles, hostales y similares	76	2
2012	14	Aranda	IAEST	Viviendas de turismo rural	17	2
2012	15	Ribera Alta del Ebro	IAEST	Apartamentos turísticos	0	0
2012	15	Ribera Alta del Ebro	IAEST	Campings y áreas de acampada	0	0
2012	15	Ribera Alta del Ebro	IAEST	Hoteles, hostales y similares	458	17
2012	15	Ribera Alta del Ebro	IAEST	Viviendas de turismo rural	61	7
2012	16	Valdejalón	IAEST	Apartamentos turísticos	16	5
2012	16	Valdejalón	IAEST	Campings y áreas de acampada	0	0
2012	16	Valdejalón	IAEST	Hoteles, hostales y similares	602	17
2012	16	Valdejalón	IAEST	Viviendas de turismo rural	60	8
2012	17	D.C. Zaragoza	IAEST	Apartamentos turísticos	513	142
2012	17	D.C. Zaragoza	IAEST	Campings y áreas de acampada	700	1
2012	17	D.C. Zaragoza	IAEST	Hoteles, hostales y similares	12260	143
2012	17	D.C. Zaragoza	IAEST	Viviendas de turismo rural	24	3
2012	18	Ribera Baja del Ebro	IAEST	Apartamentos turísticos	0	0
2012	18	Ribera Baja del Ebro	IAEST	Campings y áreas de acampada	0	0
2012	18	Ribera Baja del Ebro	IAEST	Hoteles, hostales y similares	213	8
2012	18	Ribera Baja del Ebro	IAEST	Viviendas de turismo rural	22	2
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Apartamentos turísticos	60	17
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Campings y áreas de acampada	972	3
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Hoteles, hostales y similares	311	13
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de turismo rural	37	5
2012	20	Comunidad de Calatayud	IAEST	Apartamentos turísticos	170	43
2012	20	Comunidad de Calatayud	IAEST	Campings y áreas de acampada	1479	3
2012	20	Comunidad de Calatayud	IAEST	Hoteles, hostales y similares	2608	42
2012	20	Comunidad de Calatayud	IAEST	Viviendas de turismo rural	420	52
2012	21	Campo de Cariñena	IAEST	Apartamentos turísticos	27	5
2012	21	Campo de Cariñena	IAEST	Campings y áreas de acampada	0	0
2012	21	Campo de Cariñena	IAEST	Hoteles, hostales y similares	228	10
2012	21	Campo de Cariñena	IAEST	Viviendas de turismo rural	56	6
2012	22	Campo de Belchite	IAEST	Apartamentos turísticos	0	0
2012	22	Campo de Belchite	IAEST	Campings y áreas de acampada	0	0
2012	22	Campo de Belchite	IAEST	Hoteles, hostales y similares	94	5
2012	22	Campo de Belchite	IAEST	Viviendas de turismo rural	153	18
2012	23	Bajo Martín	IAEST	Apartamentos turísticos	0	0
2012	23	Bajo Martín	IAEST	Campings y áreas de acampada	111	1
2012	23	Bajo Martín	IAEST	Hoteles, hostales y similares	128	4
2012	23	Bajo Martín	IAEST	Viviendas de turismo rural	34	5
2012	24	Campo de Daroca	IAEST	Apartamentos turísticos	8	3
2012	24	Campo de Daroca	IAEST	Campings y áreas de acampada	0	0
2012	24	Campo de Daroca	IAEST	Hoteles, hostales y similares	190	6
2012	24	Campo de Daroca	IAEST	Viviendas de turismo rural	201	28
2012	25	Jiloca	IAEST	Apartamentos turísticos	16	5
2012	25	Jiloca	IAEST	Campings y áreas de acampada	0	0
2012	25	Jiloca	IAEST	Hoteles, hostales y similares	415	17
2012	25	Jiloca	IAEST	Viviendas de turismo rural	216	28
2012	26	Cuencas Mineras	IAEST	Apartamentos turísticos	4	2
2012	26	Cuencas Mineras	IAEST	Campings y áreas de acampada	410	3
2012	26	Cuencas Mineras	IAEST	Hoteles, hostales y similares	167	9
2012	26	Cuencas Mineras	IAEST	Viviendas de turismo rural	107	15
2012	27	Andorra-Sierra de Arcos	IAEST	Apartamentos turísticos	0	0
2012	27	Andorra-Sierra de Arcos	IAEST	Campings y áreas de acampada	0	0
2012	27	Andorra-Sierra de Arcos	IAEST	Hoteles, hostales y similares	359	11
2012	27	Andorra-Sierra de Arcos	IAEST	Viviendas de turismo rural	51	6
2012	28	Bajo Aragón	IAEST	Apartamentos turísticos	52	11
2012	28	Bajo Aragón	IAEST	Campings y áreas de acampada	400	1
2012	28	Bajo Aragón	IAEST	Hoteles, hostales y similares	754	17
2012	28	Bajo Aragón	IAEST	Viviendas de turismo rural	257	32
2012	29	Comunidad de Teruel	IAEST	Apartamentos turísticos	357	96
2012	29	Comunidad de Teruel	IAEST	Campings y áreas de acampada	0	0
2012	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	1855	41
2012	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	335	40
2012	30	Maestrazgo	IAEST	Apartamentos turísticos	44	9
2012	30	Maestrazgo	IAEST	Campings y áreas de acampada	102	1
2012	30	Maestrazgo	IAEST	Hoteles, hostales y similares	773	24
2012	30	Maestrazgo	IAEST	Viviendas de turismo rural	388	54
2012	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	306	82
2012	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2012	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1076	43
2012	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	442	56
2012	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	493	117
2012	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	1126	6
2012	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1653	50
2012	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	653	80
2012	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	352	90
2012	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	268	2
2012	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	735	35
2012	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	432	57
2013	01	La Jacetania	IAEST	Apartamentos turísticos	441	97
2013	01	La Jacetania	IAEST	Campings y áreas de acampada	4125	10
2013	01	La Jacetania	IAEST	Hoteles, hostales y similares	3624	56
2013	01	La Jacetania	IAEST	Viviendas de turismo rural	640	80
2013	02	Alto Gállego	IAEST	Apartamentos turísticos	879	206
2013	02	Alto Gállego	IAEST	Campings y áreas de acampada	2779	6
2013	02	Alto Gállego	IAEST	Hoteles, hostales y similares	4494	72
2013	02	Alto Gállego	IAEST	Viviendas de turismo rural	258	36
2013	03	Sobrarbe	IAEST	Apartamentos turísticos	1298	288
2013	03	Sobrarbe	IAEST	Campings y áreas de acampada	10963	25
2013	03	Sobrarbe	IAEST	Hoteles, hostales y similares	3560	78
2013	03	Sobrarbe	IAEST	Viviendas de turismo rural	1857	267
2013	04	La Ribagorza	IAEST	Apartamentos turísticos	944	189
2013	04	La Ribagorza	IAEST	Campings y áreas de acampada	4343	11
2013	04	La Ribagorza	IAEST	Hoteles, hostales y similares	3230	80
2013	04	La Ribagorza	IAEST	Viviendas de turismo rural	1205	160
2013	05	Cinco Villas	IAEST	Apartamentos turísticos	20	4
2013	05	Cinco Villas	IAEST	Campings y áreas de acampada	418	2
2013	05	Cinco Villas	IAEST	Hoteles, hostales y similares	669	22
2013	05	Cinco Villas	IAEST	Viviendas de turismo rural	440	49
2013	06	Hoya de Huesca / Plana de Uesca	IAEST	Apartamentos turísticos	182	34
2013	06	Hoya de Huesca / Plana de Uesca	IAEST	Campings y áreas de acampada	1917	8
2013	06	Hoya de Huesca / Plana de Uesca	IAEST	Hoteles, hostales y similares	1648	41
2013	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de turismo rural	712	90
2013	07	Somontano de Barbastro	IAEST	Apartamentos turísticos	215	51
2013	07	Somontano de Barbastro	IAEST	Campings y áreas de acampada	1496	4
2013	07	Somontano de Barbastro	IAEST	Hoteles, hostales y similares	1328	36
2013	07	Somontano de Barbastro	IAEST	Viviendas de turismo rural	593	75
2013	08	Cinca Medio	IAEST	Apartamentos turísticos	0	0
2013	08	Cinca Medio	IAEST	Campings y áreas de acampada	0	0
2013	08	Cinca Medio	IAEST	Hoteles, hostales y similares	478	16
2013	08	Cinca Medio	IAEST	Viviendas de turismo rural	69	8
2013	09	La Litera / La Llitera	IAEST	Apartamentos turísticos	0	0
2013	09	La Litera / La Llitera	IAEST	Campings y áreas de acampada	164	1
2013	09	La Litera / La Llitera	IAEST	Hoteles, hostales y similares	148	4
2013	09	La Litera / La Llitera	IAEST	Viviendas de turismo rural	81	12
2013	10	Los Monegros	IAEST	Apartamentos turísticos	30	4
2013	10	Los Monegros	IAEST	Campings y áreas de acampada	193	2
2013	10	Los Monegros	IAEST	Hoteles, hostales y similares	309	17
2013	10	Los Monegros	IAEST	Viviendas de turismo rural	156	22
2013	11	Bajo Cinca / Baix Cinca	IAEST	Apartamentos turísticos	99	30
2013	11	Bajo Cinca / Baix Cinca	IAEST	Campings y áreas de acampada	384	3
2013	11	Bajo Cinca / Baix Cinca	IAEST	Hoteles, hostales y similares	507	15
2013	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de turismo rural	40	5
2013	12	Tarazona y el Moncayo	IAEST	Apartamentos turísticos	52	17
2013	12	Tarazona y el Moncayo	IAEST	Campings y áreas de acampada	300	1
2013	12	Tarazona y el Moncayo	IAEST	Hoteles, hostales y similares	371	11
2013	12	Tarazona y el Moncayo	IAEST	Viviendas de turismo rural	194	25
2013	13	Campo de Borja	IAEST	Apartamentos turísticos	0	0
2013	13	Campo de Borja	IAEST	Campings y áreas de acampada	92	1
2013	13	Campo de Borja	IAEST	Hoteles, hostales y similares	133	7
2013	13	Campo de Borja	IAEST	Viviendas de turismo rural	46	7
2013	14	Aranda	IAEST	Apartamentos turísticos	16	3
2013	14	Aranda	IAEST	Campings y áreas de acampada	0	0
2013	14	Aranda	IAEST	Hoteles, hostales y similares	80	2
2013	14	Aranda	IAEST	Viviendas de turismo rural	17	2
2013	15	Ribera Alta del Ebro	IAEST	Apartamentos turísticos	0	0
2013	15	Ribera Alta del Ebro	IAEST	Campings y áreas de acampada	0	0
2013	15	Ribera Alta del Ebro	IAEST	Hoteles, hostales y similares	441	16
2013	15	Ribera Alta del Ebro	IAEST	Viviendas de turismo rural	77	9
2013	16	Valdejalón	IAEST	Apartamentos turísticos	16	5
2013	16	Valdejalón	IAEST	Campings y áreas de acampada	0	0
2013	16	Valdejalón	IAEST	Hoteles, hostales y similares	587	16
2013	16	Valdejalón	IAEST	Viviendas de turismo rural	48	7
2013	17	D.C. Zaragoza	IAEST	Apartamentos turísticos	560	154
2013	17	D.C. Zaragoza	IAEST	Campings y áreas de acampada	700	1
2013	17	D.C. Zaragoza	IAEST	Hoteles, hostales y similares	12020	139
2013	17	D.C. Zaragoza	IAEST	Viviendas de turismo rural	24	3
2013	18	Ribera Baja del Ebro	IAEST	Apartamentos turísticos	0	0
2013	18	Ribera Baja del Ebro	IAEST	Campings y áreas de acampada	0	0
2013	18	Ribera Baja del Ebro	IAEST	Hoteles, hostales y similares	213	8
2013	18	Ribera Baja del Ebro	IAEST	Viviendas de turismo rural	22	2
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Apartamentos turísticos	54	17
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Campings y áreas de acampada	972	3
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Hoteles, hostales y similares	311	13
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de turismo rural	39	6
2013	20	Comunidad de Calatayud	IAEST	Apartamentos turísticos	189	46
2013	20	Comunidad de Calatayud	IAEST	Campings y áreas de acampada	1066	3
2013	20	Comunidad de Calatayud	IAEST	Hoteles, hostales y similares	2560	40
2013	20	Comunidad de Calatayud	IAEST	Viviendas de turismo rural	430	52
2013	21	Campo de Cariñena	IAEST	Apartamentos turísticos	39	7
2013	21	Campo de Cariñena	IAEST	Campings y áreas de acampada	0	0
2013	21	Campo de Cariñena	IAEST	Hoteles, hostales y similares	209	9
2013	21	Campo de Cariñena	IAEST	Viviendas de turismo rural	56	6
2013	22	Campo de Belchite	IAEST	Apartamentos turísticos	0	0
2013	22	Campo de Belchite	IAEST	Campings y áreas de acampada	0	0
2013	22	Campo de Belchite	IAEST	Hoteles, hostales y similares	81	4
2013	22	Campo de Belchite	IAEST	Viviendas de turismo rural	153	18
2013	23	Bajo Martín	IAEST	Apartamentos turísticos	0	0
2013	23	Bajo Martín	IAEST	Campings y áreas de acampada	111	1
2013	23	Bajo Martín	IAEST	Hoteles, hostales y similares	128	4
2013	23	Bajo Martín	IAEST	Viviendas de turismo rural	30	4
2013	24	Campo de Daroca	IAEST	Apartamentos turísticos	8	3
2013	24	Campo de Daroca	IAEST	Campings y áreas de acampada	0	0
2013	24	Campo de Daroca	IAEST	Hoteles, hostales y similares	190	6
2013	24	Campo de Daroca	IAEST	Viviendas de turismo rural	201	28
2013	25	Jiloca	IAEST	Apartamentos turísticos	24	5
2013	25	Jiloca	IAEST	Campings y áreas de acampada	0	0
2013	25	Jiloca	IAEST	Hoteles, hostales y similares	483	18
2013	25	Jiloca	IAEST	Viviendas de turismo rural	253	33
2013	26	Cuencas Mineras	IAEST	Apartamentos turísticos	4	2
2013	26	Cuencas Mineras	IAEST	Campings y áreas de acampada	610	3
2013	26	Cuencas Mineras	IAEST	Hoteles, hostales y similares	189	10
2013	26	Cuencas Mineras	IAEST	Viviendas de turismo rural	140	17
2013	27	Andorra-Sierra de Arcos	IAEST	Apartamentos turísticos	0	0
2013	27	Andorra-Sierra de Arcos	IAEST	Campings y áreas de acampada	0	0
2013	27	Andorra-Sierra de Arcos	IAEST	Hoteles, hostales y similares	359	11
2013	27	Andorra-Sierra de Arcos	IAEST	Viviendas de turismo rural	63	8
2013	28	Bajo Aragón	IAEST	Apartamentos turísticos	57	13
2013	28	Bajo Aragón	IAEST	Campings y áreas de acampada	800	1
2013	28	Bajo Aragón	IAEST	Hoteles, hostales y similares	777	18
2013	28	Bajo Aragón	IAEST	Viviendas de turismo rural	273	34
2013	29	Comunidad de Teruel	IAEST	Apartamentos turísticos	385	101
2013	29	Comunidad de Teruel	IAEST	Campings y áreas de acampada	0	0
2013	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	1870	42
2013	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	387	44
2013	30	Maestrazgo	IAEST	Apartamentos turísticos	44	9
2013	30	Maestrazgo	IAEST	Campings y áreas de acampada	150	1
2013	30	Maestrazgo	IAEST	Hoteles, hostales y similares	773	24
2013	30	Maestrazgo	IAEST	Viviendas de turismo rural	400	55
2013	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	344	86
2013	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2013	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1068	43
2013	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	449	57
2013	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	553	136
2013	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	1093	5
2013	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1651	50
2013	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	728	86
2013	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	389	98
2013	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	256	2
2013	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	723	34
2013	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	478	61
2014	01	La Jacetania	IAEST	Apartamentos turísticos	474	120
2014	01	La Jacetania	IAEST	Campings y áreas de acampada	4549	11
2014	01	La Jacetania	IAEST	Hoteles, hostales y similares	3691	57
2014	01	La Jacetania	IAEST	Viviendas de turismo rural	742	95
2014	02	Alto Gállego	IAEST	Apartamentos turísticos	886	208
2014	02	Alto Gállego	IAEST	Campings y áreas de acampada	2779	6
2014	02	Alto Gállego	IAEST	Hoteles, hostales y similares	4574	73
2014	02	Alto Gállego	IAEST	Viviendas de turismo rural	277	37
2014	03	Sobrarbe	IAEST	Apartamentos turísticos	1306	292
2014	03	Sobrarbe	IAEST	Campings y áreas de acampada	10979	25
2014	03	Sobrarbe	IAEST	Hoteles, hostales y similares	3574	79
2014	03	Sobrarbe	IAEST	Viviendas de turismo rural	1898	272
2014	04	La Ribagorza	IAEST	Apartamentos turísticos	994	200
2014	04	La Ribagorza	IAEST	Campings y áreas de acampada	4343	11
2014	04	La Ribagorza	IAEST	Hoteles, hostales y similares	3277	82
2014	04	La Ribagorza	IAEST	Viviendas de turismo rural	1231	163
2014	05	Cinco Villas	IAEST	Apartamentos turísticos	20	4
2014	05	Cinco Villas	IAEST	Campings y áreas de acampada	418	2
2014	05	Cinco Villas	IAEST	Hoteles, hostales y similares	675	23
2014	05	Cinco Villas	IAEST	Viviendas de turismo rural	448	50
2014	06	Hoya de Huesca / Plana de Uesca	IAEST	Apartamentos turísticos	210	43
2014	06	Hoya de Huesca / Plana de Uesca	IAEST	Campings y áreas de acampada	1925	8
2014	06	Hoya de Huesca / Plana de Uesca	IAEST	Hoteles, hostales y similares	1654	41
2014	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de turismo rural	708	89
2014	07	Somontano de Barbastro	IAEST	Apartamentos turísticos	215	51
2014	07	Somontano de Barbastro	IAEST	Campings y áreas de acampada	1449	4
2014	07	Somontano de Barbastro	IAEST	Hoteles, hostales y similares	1328	36
2014	07	Somontano de Barbastro	IAEST	Viviendas de turismo rural	623	80
2014	08	Cinca Medio	IAEST	Apartamentos turísticos	0	0
2014	08	Cinca Medio	IAEST	Campings y áreas de acampada	0	0
2014	08	Cinca Medio	IAEST	Hoteles, hostales y similares	478	16
2014	08	Cinca Medio	IAEST	Viviendas de turismo rural	69	8
2014	09	La Litera / La Llitera	IAEST	Apartamentos turísticos	0	0
2014	09	La Litera / La Llitera	IAEST	Campings y áreas de acampada	164	1
2014	09	La Litera / La Llitera	IAEST	Hoteles, hostales y similares	148	4
2014	09	La Litera / La Llitera	IAEST	Viviendas de turismo rural	91	13
2014	10	Los Monegros	IAEST	Apartamentos turísticos	30	4
2014	10	Los Monegros	IAEST	Campings y áreas de acampada	193	2
2014	10	Los Monegros	IAEST	Hoteles, hostales y similares	278	16
2014	10	Los Monegros	IAEST	Viviendas de turismo rural	167	23
2014	11	Bajo Cinca / Baix Cinca	IAEST	Apartamentos turísticos	96	29
2014	11	Bajo Cinca / Baix Cinca	IAEST	Campings y áreas de acampada	384	3
2014	11	Bajo Cinca / Baix Cinca	IAEST	Hoteles, hostales y similares	492	14
2014	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de turismo rural	46	6
2014	12	Tarazona y el Moncayo	IAEST	Apartamentos turísticos	52	17
2014	12	Tarazona y el Moncayo	IAEST	Campings y áreas de acampada	300	1
2014	12	Tarazona y el Moncayo	IAEST	Hoteles, hostales y similares	377	11
2014	12	Tarazona y el Moncayo	IAEST	Viviendas de turismo rural	245	30
2014	13	Campo de Borja	IAEST	Apartamentos turísticos	0	0
2014	13	Campo de Borja	IAEST	Campings y áreas de acampada	92	1
2014	13	Campo de Borja	IAEST	Hoteles, hostales y similares	133	7
2014	13	Campo de Borja	IAEST	Viviendas de turismo rural	51	8
2014	14	Aranda	IAEST	Apartamentos turísticos	16	3
2014	14	Aranda	IAEST	Campings y áreas de acampada	0	0
2014	14	Aranda	IAEST	Hoteles, hostales y similares	88	3
2014	14	Aranda	IAEST	Viviendas de turismo rural	17	2
2014	15	Ribera Alta del Ebro	IAEST	Apartamentos turísticos	0	0
2014	15	Ribera Alta del Ebro	IAEST	Campings y áreas de acampada	0	0
2014	15	Ribera Alta del Ebro	IAEST	Hoteles, hostales y similares	441	16
2014	15	Ribera Alta del Ebro	IAEST	Viviendas de turismo rural	77	9
2014	16	Valdejalón	IAEST	Apartamentos turísticos	16	5
2014	16	Valdejalón	IAEST	Campings y áreas de acampada	0	0
2014	16	Valdejalón	IAEST	Hoteles, hostales y similares	491	15
2014	16	Valdejalón	IAEST	Viviendas de turismo rural	48	7
2014	17	D.C. Zaragoza	IAEST	Apartamentos turísticos	572	158
2014	17	D.C. Zaragoza	IAEST	Campings y áreas de acampada	700	1
2014	17	D.C. Zaragoza	IAEST	Hoteles, hostales y similares	12010	138
2014	17	D.C. Zaragoza	IAEST	Viviendas de turismo rural	24	3
2014	18	Ribera Baja del Ebro	IAEST	Apartamentos turísticos	0	0
2014	18	Ribera Baja del Ebro	IAEST	Campings y áreas de acampada	0	0
2014	18	Ribera Baja del Ebro	IAEST	Hoteles, hostales y similares	213	8
2014	18	Ribera Baja del Ebro	IAEST	Viviendas de turismo rural	22	2
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Apartamentos turísticos	64	19
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Campings y áreas de acampada	1104	3
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Hoteles, hostales y similares	319	14
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de turismo rural	39	6
2014	20	Comunidad de Calatayud	IAEST	Apartamentos turísticos	189	46
2014	20	Comunidad de Calatayud	IAEST	Campings y áreas de acampada	1084	4
2014	20	Comunidad de Calatayud	IAEST	Hoteles, hostales y similares	2560	40
2014	20	Comunidad de Calatayud	IAEST	Viviendas de turismo rural	470	54
2014	21	Campo de Cariñena	IAEST	Apartamentos turísticos	39	7
2014	21	Campo de Cariñena	IAEST	Campings y áreas de acampada	0	0
2014	21	Campo de Cariñena	IAEST	Hoteles, hostales y similares	209	9
2014	21	Campo de Cariñena	IAEST	Viviendas de turismo rural	56	6
2014	22	Campo de Belchite	IAEST	Apartamentos turísticos	0	0
2014	22	Campo de Belchite	IAEST	Campings y áreas de acampada	0	0
2014	22	Campo de Belchite	IAEST	Hoteles, hostales y similares	81	4
2014	22	Campo de Belchite	IAEST	Viviendas de turismo rural	166	19
2014	23	Bajo Martín	IAEST	Apartamentos turísticos	0	0
2014	23	Bajo Martín	IAEST	Campings y áreas de acampada	0	0
2014	23	Bajo Martín	IAEST	Hoteles, hostales y similares	128	4
2014	23	Bajo Martín	IAEST	Viviendas de turismo rural	42	5
2014	24	Campo de Daroca	IAEST	Apartamentos turísticos	8	3
2014	24	Campo de Daroca	IAEST	Campings y áreas de acampada	0	0
2014	24	Campo de Daroca	IAEST	Hoteles, hostales y similares	178	6
2014	24	Campo de Daroca	IAEST	Viviendas de turismo rural	209	30
2014	25	Jiloca	IAEST	Apartamentos turísticos	24	5
